Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2015,09,16,22:54:32,-31.5729,-71.6744,22.4,8.3,"48km W of Illapel, Chile",1442444072
2017,09,08,04:49:19,15.0222,-93.8993,47.4,8.2,"101km SSW of Tres Picos, Mexico",1504846159
2019,05,26,07:41:15,-5.8119,-75.2697,122.6,8,"78km SE of Lagunas, Peru",1558856475
2016,03,02,12:49:48,-4.9521,94.3299,24,7.8,"Southwest of Sumatra, Indonesia",1456922988
2016,04,16,23:58:36,0.3819,-79.9218,20.6,7.8,"27km SSE of Muisne, Ecuador",1460851116
2015,04,25,06:11:25,28.2305,84.7314,8.2,7.8,"36km E of Khudi, Nepal",1429942285
2020,01,28,19:10:24,19.4193,-78.756,14.9,7.7,"123km NNW of Lucea, Jamaica",1580238624
2016,12,25,14:22:27,-43.4064,-73.9413,38,7.6,"41km SW of Puerto Quellon, Chile",1482675747
2015,11,24,22:45:38,-10.5372,-70.9437,606.2,7.6,"173km WNW of Iberia, Peru",1448405138
2015,11,24,22:50:54,-10.0598,-71.0184,620.6,7.6,"211km S of Tarauaca, Brazil",1448405454
2019,02,22,10:17:23,-2.1862,-77.0505,145,7.5,"111km ESE of Palora, Ecuador",1550830643
2018,09,28,10:02:45,-0.2559,119.8462,20,7.5,"70km N of Palu, Indonesia",1538128965
2018,01,10,02:51:33,17.4825,-83.52,19,7.5,"44km E of Great Swan Island, Honduras",1515552693
2015,10,26,09:09:42,36.5244,70.3676,231,7.5,"45km E of Farkhar, Afghanistan",1445850582
2020,06,23,15:29:04,15.8871,-96.0061,20,7.4,"9 km SE of Santa María Xadani, Mexico",1592926144
2016,08,19,07:32:22,-55.2852,-31.8766,10,7.4,"South Georgia Island region",1471591942
2018,08,21,21:31:47,10.7731,-62.9019,146.8,7.3,"24km ENE of Rio Caribe, Venezuela",1534887107
2017,01,10,06:13:48,4.4782,122.6171,627.2,7.3,"189km SSE of Tabiauan, Philippines",1484028828
2017,11,12,18:18:17,34.9109,45.9592,19,7.3,"29km S of Halabjah, Iraq",1510510697
2015,05,12,07:05:19,27.8087,86.0655,15,7.3,"19km SE of Kodari, Nepal",1431414319
2018,02,16,23:39:39,16.3855,-97.9787,22,7.2,"3km S of San Pedro Jicayan, Mexico",1518824379
2016,05,28,09:46:59,-56.2409,-26.9353,78,7.2,"53km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",1464428819
2015,12,07,07:50:05,38.2107,72.7797,22,7.2,"104km W of Murghob, Tajikistan",1449474605
2019,11,14,16:17:40,1.6213,126.4156,33,7.1,"138km E of Bitung, Indonesia",1573748260
2019,07,06,03:19:53,35.7695,-117.5993,8,7.1,"2019 Ridgecrest Earthquake Sequence",1562383193
2018,12,11,02:26:29,-58.5446,-26.3856,133,7.1,"54km N of Bristol Island, South Sandwich Islands",1544495189
2018,01,14,09:18:45,-15.7675,-74.7092,39,7.1,"38km SSW of Acari, Peru",1515921525
2018,08,24,09:04:08,-11.0355,-70.8284,630,7.1,"140km WNW of Iberia, Peru",1535101448
2017,09,19,18:14:38,18.5499,-98.4887,48,7.1,"1km E of Ayutla, Mexico",1505844878
2016,08,29,04:29:57,-0.0456,-17.8255,10,7.1,"North of Ascension Island",1472444997
2015,02,13,18:59:12,52.6487,-31.9016,16.7,7.1,"Northern Mid-Atlantic Ridge",1423853952
2015,12,04,22:25:00,-47.6165,85.0913,35,7.1,"Southeast Indian Ridge",1449267900
2020,10,30,11:51:27,37.9175,26.7901,21,7,"15 km NNE of Néon Karlovásion, Greece",1604058687
2019,03,01,08:50:42,-14.7131,-70.1546,267,7,"23km NNE of Azangaro, Peru",1551430242
2018,12,29,03:39:09,5.8983,126.9209,60.2,7,"96km ESE of Pondaguitan, Philippines",1546054749
2015,02,27,13:45:05,-7.2968,122.5348,552.1,7,"130km N of Nebe, Indonesia",1425044705
2015,06,17,12:51:32,-35.3639,-17.1605,10,7,"Southern Mid-Atlantic Ridge",1434545492
2015,09,16,23:18:41,-31.5622,-71.4262,28.4,7,"25km WNW of Illapel, Chile",1442445521
2020,09,18,21:43:58,0.9167,-26.8408,10,6.9,"central Mid-Atlantic Ridge",1600465438
2020,08,21,04:09:52,-6.6869,123.4829,627.8,6.9,"Banda Sea",1597982992
2020,08,18,22:29:24,-4.2069,101.2411,26,6.9,"122 km WSW of Bengkulu, Indonesia",1597789764
2019,08,02,12:03:27,-7.2822,104.7907,49,6.9,"106km WSW of Tugu Hilir, Indonesia",1564747407
2018,08,05,11:46:38,-8.2581,116.4375,34,6.9,"0km SW of Loloan, Indonesia",1533469598
2018,08,19,14:56:27,-8.319,116.6272,21,6.9,"1km S of Belanting, Indonesia",1534690587
2017,06,14,07:29:04,14.9091,-92.0092,93,6.9,"2km SSW of San Pablo, Guatemala",1497425344
2017,04,24,21:38:30,-33.0375,-72.0617,28,6.9,"40km W of Valparaiso, Chile",1493069910
2017,04,28,20:23:17,5.5043,125.0658,26,6.9,"31km SW of Burias, Philippines",1493410997
2016,05,18,16:46:43,0.4947,-79.616,30,6.9,"24km NW of Rosa Zarate, Ecuador",1463590003
2016,04,13,13:55:17,23.0944,94.8654,136,6.9,"75km SE of Mawlaik, Burma",1460555717
2016,11,24,18:43:47,11.9097,-88.8968,10,6.9,"156km SSW of Puerto El Triunfo, El Salvador",1480013027
2015,11,11,01:54:38,-29.5067,-72.0068,12,6.9,"81km NW of Coquimbo, Chile",1447206878
2015,11,11,02:46:19,-29.5097,-72.0585,10,6.9,"84km NW of Coquimbo, Chile",1447209979
2020,09,01,04:09:28,-27.9728,-71.3031,23,6.8,"85 km NW of Vallenar, Chile",1598933368
2020,08,18,22:23:59,-4.3259,101.1342,22,6.8,"138 km WSW of Bengkulu, Indonesia",1597789439
2020,06,03,07:35:36,-23.2818,-68.4716,112,6.8,"49 km SW of San Pedro de Atacama, Chile",1591169736
2019,12,15,06:11:51,6.6969,125.1739,18,6.8,"7km S of Magsaysay, Philippines",1576390311
2019,01,05,19:25:38,-8.144,-71.587,570.4,6.8,"90km W of Tarauaca, Brazil",1546716338
2019,08,01,18:28:07,-34.2364,-72.3102,25,6.8,"95km SW of San Antonio, Chile",1564684087
2019,04,12,11:40:49,-1.8146,122.5798,15.5,6.8,"98km SSW of Luwuk, Indonesia",1555069249
2018,10,25,22:54:52,37.5203,20.5565,14,6.8,"32km SW of Mouzaki, Greece",1540508092
2018,04,02,13:40:34,-20.6588,-63.0058,559,6.8,"11km NNE of Carandayti, Bolivia",1522676434
2017,06,22,12:31:03,13.7174,-90.9718,38.1,6.8,"28km SW of Puerto San Jose, Guatemala",1498134663
2016,08,24,10:34:54,20.9228,94.569,82,6.8,"26km W of Chauk, Burma",1472034894
2015,11,07,07:31:43,-30.8796,-71.4519,46,6.8,"39km SW of Ovalle, Chile",1446881503
2020,12,27,21:39:14,-39.3374,-74.9881,10,6.7,"146 km WNW of Corral, Chile",1609105154
2020,09,06,06:51:19,7.6929,-37.2174,10,6.7,"central Mid-Atlantic Ridge",1599375079
2020,07,06,22:54:47,-5.5956,110.6952,538.7,6.7,"98 km N of Batang, Indonesia",1594076087
2020,01,24,17:55:14,38.4312,39.0609,10,6.7,"13km N of Doganyol, Turkey",1579888514
2019,01,20,01:32:52,-30.0404,-71.3815,63,6.7,"10km SSW of Coquimbo, Chile",1547947972
2019,01,22,19:01:43,-43.1219,42.3568,13,6.7,"Prince Edward Islands region",1548183703
2019,09,29,15:57:53,-35.4758,-73.163,11,6.7,"69km WSW of Constitucion, Chile",1569772673
2019,02,01,16:14:12,14.6802,-92.4527,66,6.7,"5km SW of Puerto Madero, Mexico",1549037652
2018,11,09,01:49:40,71.6312,-11.2431,10,6.7,"120km NW of Olonkinbyen, Svalbard and Jan Mayen",1541728180
2017,10,10,18:53:27,-54.2632,8.6086,9,6.7,"Bouvet Island region",1507661607
2017,10,24,10:47:47,-7.2168,123.0735,553.8,6.7,"144km NNE of Palue, Indonesia",1508842067
2016,01,03,23:05:22,24.8036,93.6505,55,6.7,"30km W of Imphal, India",1451862322
2016,12,21,00:17:14,-7.5082,127.9206,152,6.7,"283km ENE of Dili, East Timor",1482279434
2016,05,18,07:57:02,0.4261,-79.7899,16,6.7,"33km SE of Muisne, Ecuador",1463558222
2015,11,26,05:45:18,-9.1825,-71.2574,602.8,6.7,"125km SSW of Tarauaca, Brazil",1448516718
2015,02,11,18:57:22,-23.1125,-66.688,223,6.7,"102km W of El Aguilar, Argentina",1423681042
2015,04,26,07:09:10,27.7711,86.0173,22.9,6.7,"21km SSE of Kodari, Nepal",1430032150
2015,09,13,08:14:08,24.913,-109.6226,10,6.7,"95km SW of Topolobampo, Mexico",1442132048
2015,09,17,04:10:27,-31.5173,-71.804,23,6.7,"61km WNW of Illapel, Chile",1442463027
2020,09,06,15:23:45,6.3,125.9,115,6.6,"25 km E of Talagutong, Philippines",1599405825
2020,09,06,06:51:20,7.545,-37.125,10,6.6,"central Mid-Atlantic Ridge",1599375080
2020,08,18,00:03:48,12.0257,124.1272,10,6.6,"13 km E of San Pedro, Philippines",1597709028
2019,01,06,17:27:18,2.258,126.758,43.2,6.6,"151km WNW of Tobelo, Indonesia",1546795638
2019,08,27,23:55:19,-60.2152,-26.5801,16,6.6,"131km S of Bristol Island, South Sandwich Islands",1566950119
2019,07,14,05:39:23,-18.2242,120.3584,10,6.6,"200km W of Broome, Australia",1563082763
2019,10,29,01:04:43,6.7567,125.0082,15,6.6,"10km NE of Columbio, Philippines",1572311083
2019,05,30,09:03:32,13.1994,-89.3056,57.9,6.6,"32km S of La Libertad, El Salvador",1559207012
2018,01,28,16:03:03,-53.0623,9.6842,10,6.6,"Southwest of Africa",1517155383
2017,07,20,22:31:11,36.9293,27.4139,7,6.6,"11km ENE of Kos, Greece",1500589871
2017,08,18,02:59:25,-1.112,-13.6605,35,6.6,"North of Ascension Island",1503025165
2017,05,29,14:35:21,-1.2923,120.4313,12,6.6,"28km WNW of Kasiguncu, Indonesia",1496068521
2016,01,21,18:06:57,18.8239,-106.9337,10,6.6,"215km SW of Tomatlan, Mexico",1453399617
2016,06,01,22:56:00,-2.0967,100.6654,50,6.6,"79km W of Sungaipenuh, Indonesia",1464821760
2016,12,08,14:49:45,40.4535,-126.1936,8.5,6.6,"164km W of Ferndale, California",1481208585
2016,04,10,10:28:58,36.4725,71.1311,212,6.6,"42km WSW of Ashkasham, Afghanistan",1460284138
2016,04,29,01:33:38,10.2752,-103.7363,10,6.6,"Northern East Pacific Rise",1461893618
2016,10,19,00:26:01,-4.8626,108.1627,614,6.6,"161km NNE of Pamanukan, Indonesia",1476836761
2016,10,30,06:40:18,42.8621,13.0961,8,6.6,"7km N of Norcia, Italy",1477809618
2016,11,25,14:24:30,39.2732,73.9776,17,6.6,"47km NE of Karakul, Tajikistan",1480083870
2015,11,08,16:47:02,6.8431,94.648,10,6.6,"128km NW of Sabang, Indonesia",1447001222
2015,04,25,06:45:21,28.2244,84.8216,10,6.6,"44km E of Lamjung, Nepal",1429944321
2015,12,17,19:49:53,15.8015,-93.633,85,6.6,"12km SW of Tres Picos, Mexico",1450381793
2015,09,21,17:40:00,-31.7275,-71.3792,35,6.6,"22km WSW of Illapel, Chile",1442857200
2020,08,30,21:20:29,0.7821,-29.8656,10,6.5,"central Mid-Atlantic Ridge",1598822429
2020,09,01,21:09:17,-27.9154,-71.3716,14.5,6.5,"94 km NW of Vallenar, Chile",1598994557
2020,03,31,23:52:30,44.4646,-115.1175,12.1,6.5,"70km W of Challis, Idaho",1585698750
2020,05,02,12:51:05,34.1818,25.7101,10,6.5,"91 km S of Néa Anatolí, Greece",1588423865
2020,05,15,11:03:27,38.1689,-117.8497,2.7,6.5,"Monte Cristo Range, NV Earthquake",1589540607
2019,10,31,01:11:19,6.9098,125.1782,10,6.5,"2km ESE of Kisante, Philippines",1572484279
2019,04,09,17:53:58,-58.6262,-25.304,38,6.5,"83km ENE of Bristol Island, South Sandwich Islands",1554832438
2018,08,17,15:35:01,-7.3718,119.8017,529,6.5,"114km NNW of Nggilat, Indonesia",1534520101
2017,07,06,08:03:57,11.1269,124.6286,9,6.5,"2km S of Lim-oo, Philippines",1499328237
2017,08,08,13:19:49,33.1926,103.8552,9,6.5,"36km WSW of Yongle, China",1502198389
2017,12,13,18:03:43,-54.2189,2.1628,17,6.5,"80km WNW of Bouvet Island, Bouvet Island",1513188223
2017,12,15,16:47:58,-7.4921,108.1743,90,6.5,"1km E of Kampungbaru, Indonesia",1513356478
2017,04,03,17:40:18,-22.6784,25.1558,29,6.5,"132km WSW of Moijabana, Botswana",1491241218
2017,05,10,23:23:36,-56.414,-25.7432,15,6.5,"95km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",1494458616
2017,02,10,14:03:43,9.9071,125.4516,15,6.5,"10km N of Mabua, Philippines",1486735423
2017,02,21,14:09:04,-19.2814,-63.9047,596,6.5,"41km E of Padilla, Bolivia",1487686144
2017,11,13,02:28:23,9.5147,-84.4865,19.4,6.5,"18km W of Parrita, Costa Rica",1510540103
2017,11,30,06:32:50,-1.0802,-23.4323,10,6.5,"Central Mid-Atlantic Ridge",1512023570
2016,01,11,16:38:05,3.8965,126.8621,13,6.5,"227km SE of Sarangani, Philippines",1452530285
2016,12,06,22:03:33,5.2834,96.1678,13,6.5,"14km WNW of Reuleuet, Indonesia",1481061813
2015,11,04,03:44:15,-8.3381,124.8754,20,6.5,"80km WNW of Dili, East Timor",1446608655
2015,11,17,07:10:07,38.67,20.6,11,6.5,"10km WSW of Nidri, Greece",1447744207
2015,01,07,05:07:07,5.9045,-82.6576,8,6.5,"236km S of Punta de Burica, Panama",1420607227
2015,07,16,15:16:33,13.8672,-58.5479,20,6.5,"127km NE of Bathsheba, Barbados",1437059793
2015,09,17,03:55:15,-31.4244,-71.6876,27,6.5,"54km WNW of Illapel, Chile",1442462115
2020,12,29,11:19:54,45.425,16.2581,10,6.4,"2 km WSW of Petrinja, Croatia",1609240794
2020,08,01,17:09:01,7.2781,124.1199,480.6,6.4,"11 km SE of Litayan, Philippines",1596301741
2020,07,26,00:53:59,-60.7812,-25.4055,10,6.4,"South Sandwich Islands region",1595724839
2020,01,07,08:24:25,17.8686,-66.8266,9,6.4,"13km S of Indios, Puerto Rico",1578385465
2019,06,14,00:19:12,-30.0557,-72.0819,11,6.4,"72km W of Coquimbo, Chile",1560471552
2019,10,16,11:37:06,6.7147,125.007,16.1,6.4,"7km ENE of Columbio, Philippines",1571225826
2019,11,26,02:54:12,41.5138,19.5256,22,6.4,"15km WSW of Mamurras, Albania",1574736852
2019,04,05,16:14:16,-55.9308,-27.8522,57,6.4,"94km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",1554480856
2019,04,23,05:37:53,11.7547,125.2013,56,6.4,"17km ESE of Tutubigan, Philippines",1555997873
2019,07,04,17:33:49,35.7053,-117.5038,10.5,6.4,"Ridgecrest Earthquake Sequence",1562261629
2018,11,15,20:02:22,-56.7065,-25.546,15,6.4,"101km E of Visokoi Island, South Georgia and the South Sandwich Islands",1542312142
2018,07,28,22:47:38,-8.2395,116.508,14,6.4,"5km WNW of Obelobel, Indonesia",1532818058
2018,02,06,15:50:43,24.1338,121.6586,17,6.4,"18km NNE of Hualian, Taiwan",1517932243
2017,07,18,02:05:19,-16.4161,-73.6357,43.7,6.4,"101km WNW of Camana, Peru",1500343519
2017,08,13,03:08:10,-3.7682,101.6228,31,6.4,"71km W of Bengkulu, Indonesia",1502593690
2017,02,18,12:10:17,-23.8613,-66.6592,222,6.4,"52km NW of San Antonio de los Cobres, Argentina",1487419817
2017,11,17,22:34:19,29.8333,94.9838,8,6.4,"64km ENE of Nyingchi, China",1510958059
2016,06,26,11:17:11,39.4793,73.3388,13,6.4,"28km SSE of Sary-Tash, Kyrgyzstan",1466939831
2016,12,18,13:30:10,-9.9738,-70.9698,612,6.4,"201km S of Tarauaca, Brazil",1482067810
2016,05,31,05:23:47,25.5615,122.5458,246.4,6.4,"94km ENE of Keelung, Taiwan",1464672227
2016,02,05,19:57:27,22.9375,120.6014,23,6.4,"25km SE of Yujing, Taiwan",1454702247
2016,11,20,20:57:44,-31.6226,-68.6259,108,6.4,"7km NNW of Pocito, Argentina",1479675464
2015,03,23,04:51:38,-18.3534,-69.1663,130,6.4,"45km ESE of Putre, Chile",1427086298
2015,04,20,01:42:58,24.2026,122.3158,29,6.4,"64km SE of Su'ao, Taiwan",1429494178
2015,06,20,02:10:07,-36.3601,-73.812,11,6.4,"73km WNW of Talcahuano, Chile",1434766207
2015,07,03,01:07:47,37.4593,78.1542,20,6.4,"97km SE of Yilkiqi, China",1435885667
2015,09,16,22:59:15,-31.618,-71.745,26.7,6.4,"55km W of Illapel, Chile",1442444355
2015,09,17,01:41:05,-31.1043,-71.6504,42.3,6.4,"70km SW of Ovalle, Chile",1442454065
2020,12,24,23:43:41,13.8196,120.6592,109,6.3,"3 km ESE of Calatagan, Philippines",1608853421
2020,11,30,22:55:03,-24.3318,-67.0203,189,6.3,"72 km W of San Antonio de los Cobres, Argentina",1606776903
2020,09,06,15:23:43,6.2693,125.8285,120,6.3,"17 km E of Talagutong, Philippines",1599405823
2020,09,06,01:16:58,-30.3501,-71.4938,28.2,6.3,"39 km NW of Ovalle, Chile",1599355018
2020,09,01,04:30:02,-28.0385,-71.2874,16.5,6.3,"Near the coast of Atacama, Chile",1598934602
2020,08,06,23:36:44,-41.6794,42.4486,10,6.3,"Prince Edward Islands region",1596757004
2020,07,22,20:07:19,33.1463,86.8666,10,6.3,"western Xizang",1595448439
2020,06,25,21:05:18,35.5948,82.4158,10,6.3,"278 km SE of Hotan, China",1593119118
2020,01,07,06:05:19,2.3481,96.3575,17,6.3,"14km S of Sinabang, Indonesia",1578377119
2019,01,22,05:10:03,-10.4148,119.0165,24,6.3,"80km S of Kahale, Indonesia",1548133803
2019,08,29,15:07:58,43.5425,-127.8817,10,6.3,"285km W of Bandon, Oregon",1567091278
2019,10,23,16:08:14,-1.0987,-13.8367,10,6.3,"North of Ascension Island",1571846894
2019,11,05,20:52:01,-57.9236,-9.3217,10,6.3,"East of the South Sandwich Islands",1572987121
2019,11,20,04:27:05,13.8859,-93.2068,15,6.3,"125km SW of Puerto Madero, Mexico",1574224025
2019,04,06,21:55:01,-6.8285,125.0416,539,6.3,"200km NNW of Dili, East Timor",1554587701
2019,04,29,14:19:52,10.8649,57.2283,10,6.3,"Carlsberg Ridge",1556547592
2019,03,15,05:03:50,-17.8744,-65.9072,359,6.3,"30km S of Cliza, Bolivia",1552626230
2018,12,19,01:37:40,-36.1378,-101.0723,10,6.3,"Southeast of Easter Island",1545183460
2018,01,19,16:17:44,26.6862,-111.0785,10,6.3,"78km NNE of Loreto, Mexico",1516378664
2018,01,21,01:06:42,-18.8806,-69.4445,116,6.3,"76km S of Putre, Chile",1516496802
2018,08,19,04:10:22,-8.3366,116.5993,16,6.3,"4km SW of Belanting, Indonesia",1534651822
2018,11,11,14:03:59,15.5653,-49.8719,10,6.3,"North Atlantic Ocean",1541945039
2018,11,15,23:09:01,-56.2363,-122.0441,10,6.3,"Southern East Pacific Rise",1542323341
2018,11,25,16:37:32,34.3609,45.7443,18,6.3,"15km SW of Sarpol-e Zahab, Iran",1543163852
2018,10,29,06:54:21,-57.434,-66.3834,10,6.3,"Drake Passage",1540796061
2017,08,08,23:27:53,44.3023,82.8317,20,6.3,"109km SSE of Dostyq, Kazakhstan",1502234873
2017,08,31,17:06:55,-1.159,99.6881,43.1,6.3,"71km NE of Muara Siberut, Indonesia",1504199215
2017,06,12,12:28:39,38.9296,26.365,12,6.3,"5km S of Plomarion, Greece",1497270519
2017,04,15,08:19:43,-23.2653,-67.7225,155,6.3,"63km SE of San Pedro de Atacama, Chile",1492244383
2017,02,07,22:03:56,25.1912,63.2644,29.1,6.3,"22km WSW of Pasni, Pakistan",1486505036
2017,10,10,06:32:21,-18.5715,-69.7526,85,6.3,"46km SSW of Putre, Chile",1507617141
2016,01,25,04:22:02,35.6493,-3.6818,12,6.3,"50km NNE of Al Hoceima, Morocco",1453695722
2016,06,05,16:25:33,-4.587,125.6264,429.6,6.3,"133km SW of Leksula, Indonesia",1465143933
2016,06,07,10:51:37,18.3637,-105.1731,10,6.3,"106km SSW of San Patricio, Mexico",1465296697
2016,06,07,19:15:15,1.2789,126.3712,31,6.3,"123km WNW of Kota Ternate, Indonesia",1465326915
2016,07,11,02:11:04,0.5812,-79.638,21,6.3,"33km NW of Rosa Zarate, Ecuador",1468203064
2016,09,23,22:53:10,6.5717,126.4918,65,6.3,"36km SE of Tamisan, Philippines",1474671190
2016,12,05,01:13:04,-7.3158,123.3802,526,6.3,"147km NNE of Palue, Indonesia",1480900384
2016,12,29,22:30:19,-9.0279,118.6639,79,6.3,"29km S of Tolotangga, Indonesia",1483050619
2016,02,10,00:33:05,-30.5723,-71.5838,29,6.3,"36km W of Ovalle, Chile",1455064385
2016,02,12,10:02:24,-9.6338,119.4013,28,6.3,"0km W of Komerda, Indonesia",1455271344
2016,11,04,16:20:44,-35.0945,-71.0457,90,6.3,"21km SE of Curico, Chile",1478276444
2015,05,12,07:36:54,27.625,86.1617,15,6.3,"33km NNE of Ramechhap, Nepal",1431416214
2015,05,24,04:53:23,-16.855,-14.1708,10,6.3,"Southern Mid-Atlantic Ridge",1432443203
2015,02,02,10:49:48,-32.7183,-67.1231,172,6.3,"91km NW of La Punta, Argentina",1422874188
2015,12,25,19:14:47,36.4935,71.1263,206,6.3,"42km WSW of Ashkasham, Afghanistan",1451070887
2015,09,16,07:40:58,1.8841,126.4288,41.6,6.3,"146km ENE of Bitung, Indonesia",1442389258
2015,09,26,02:51:18,-30.8148,-71.3217,46,6.3,"26km SSW of Ovalle, Chile",1443235878
2020,09,11,07:35:57,-21.3957,-69.9093,51,6.2,"82 km NNE of Tocopilla, Chile",1599809757
2020,03,18,17:45:39,-11.0521,115.1378,20.7,6.2,"245km S of Kangin, Indonesia",1584553539
2020,02,05,18:12:37,-6.0817,113.0778,592.4,6.2,"108km NNE of Krajan Pangkah Kulon, Indonesia",1580926357
2019,06,26,05:23:51,8.4612,-82.754,32.6,6.2,"5km ESE of Aserrio de Gariche, Panama",1561526631
2019,09,29,02:02:51,5.6756,126.5481,73,6.2,"86km SSE of Pondaguitan, Philippines",1569722571
2019,11,20,23:50:43,19.4533,101.3558,10,6.2,"32km ESE of Chaloem Phra Kiat, Thailand",1574293843
2019,02,14,19:57:04,35.4267,-36.0378,10,6.2,"Northern Mid-Atlantic Ridge",1550174224
2019,03,31,07:04:04,-1.9446,-80.8101,18,6.2,"32km N of Santa Elena, Ecuador",1554015844
2018,09,07,02:12:06,-2.2532,-78.7903,110.5,6.2,"7km SE of Alausi, Ecuador",1536286326
2018,09,08,07:16:49,7.2377,126.4779,10,6.2,"7km WNW of Manay, Philippines",1536391009
2018,01,31,07:07:00,36.5261,70.8507,193.7,6.2,"37km S of Jarm, Afghanistan",1517382420
2018,08,22,09:31:45,43.5637,-127.7166,10,6.2,"272km WNW of Bandon, Oregon",1534930305
2018,08,28,07:08:11,-10.773,124.1871,14,6.2,"94km SE of Kupang, Indonesia",1535440091
2018,11,01,22:19:51,-19.5827,-69.2656,102,6.2,"115km NE of Iquique, Chile",1541110791
2018,04,10,10:19:34,-31.0258,-71.5292,66,6.2,"56km SSW of Ovalle, Chile",1523355574
2018,05,09,10:41:45,36.9942,71.3822,116,6.2,"36km NW of Ishkashim, Tajikistan",1525862505
2017,08,11,05:28:25,14.0065,120.7391,172,6.2,"1km SE of Tuy, Philippines",1502429305
2017,05,12,10:41:26,12.9187,-90.0611,16,6.2,"78km SSW of Acajutla, El Salvador",1494585686
2016,08,04,14:15:12,-22.3343,-66.0078,270,6.2,"49km WSW of La Quiaca, Argentina",1470320112
2016,08,24,01:36:32,42.723,13.1877,4.4,6.2,"10km SE of Norcia, Italy",1472002592
2016,12,01,22:40:26,-15.3122,-70.827,12,6.2,"44km NE of Huarichancara, Peru",1480632026
2016,04,19,05:25:39,-55.7283,-27.2307,14,6.2,"108km N of Visokoi Island, South Georgia and the South Sandwich Islands",1461043539
2016,04,20,08:33:47,0.639,-80.2104,14,6.2,"20km WNW of Muisne, Ecuador",1461141227
2015,10,23,01:40:06,-54.2258,6.1653,11,6.2,"183km E of Bouvet Island, Bouvet Island",1445564406
2015,11,07,07:04:31,-29.4642,-72.3015,13,6.2,"107km WNW of Coquimbo, Chile",1446879871
2015,11,27,21:00:22,-24.828,-70.6009,34,6.2,"64km N of Taltal, Chile",1448658022
2015,02,13,20:06:32,22.6374,121.427,30,6.2,"31km ESE of Taitung City, Taiwan",1423857992
2015,02,16,22:00:53,-55.52,-28.2591,13,6.2,"146km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",1424124053
2015,02,22,14:23:12,18.6766,-106.848,5,6.2,"218km SW of Tomatlan, Mexico",1424614992
2015,03,10,20:55:44,6.7757,-72.9875,155,6.2,"9km NNE of Aratoca, Colombia",1426020944
2015,03,17,22:12:28,1.6686,126.5217,44,6.2,"135km NW of Kota Ternate, Indonesia",1426630348
2015,03,18,18:27:29,-36.1167,-73.5219,13,6.2,"75km NNW of Talcahuano, Chile",1426703249
2015,12,24,19:44:03,-55.755,-123.1158,12.3,6.2,"Southern East Pacific Rise",1450986243
2015,09,18,09:10:44,-32.3681,-72.2292,8,6.2,"93km NW of Valparaiso, Chile",1442567444
2015,09,19,12:52:20,-32.3335,-72.0629,18,6.2,"79km W of La Ligua, Chile",1442667140
2020,12,15,23:21:57,5.1775,125.4248,14,6.1,"25 km S of Sarangani, Philippines",1608074517
2020,12,10,13:19:58,24.7632,122.0098,73.2,6.1,"25 km E of Yilan, Taiwan",1607606398
2020,12,06,16:47:42,-20.3662,-69.0663,105,6.1,"114 km E of Iquique, Chile",1607273262
2020,11,22,00:54:56,-34.5982,-73.0671,19.5,6.1,"101 km NW of Constitución, Chile",1606006496
2020,09,26,17:10:22,-48.0314,31.7636,10,6.1,"south of Africa",1601140222
